,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
2188,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12758,Tomme ou tome de vache,Cow's tomme or cow's cheese,352,"42,3","21,6",traces,"29,4",traces,-,"1,28",953,-,"33,8",-,-,-,-
2189,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12759,Tomme ou tome de montagne ou de Savoie,Mountain cheese or Savoy cheese,366,"41,6","25,6",traces,"29,1",0.1,"88,6","1,23",600,"0,07",20,0.125,0.25,"47,6","2,03"
2190,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12760,"Tomme ou tome, allégée en matière grasse, environ 13% MG","Tomme or tome, reduced fat, about 13% fat content",233,51,31,traces,"12,1",0,"44,9","1,84",852,-,-,-,-,-,-
2191,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12761,Asiago,Asiago,359,-,"32,1",traces,"25,6",0,90,"1,9",770,"0,7",-,"0,19",0,40,-
2192,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12762,Fromage de brebis Corse à pâte molle,Corsican soft sheep's cheese,460,"28,7","28,5",traces,"38,4",0,"93,3","2,39",576,"0,21","34,2",-,-,"86,9","0,95"
2193,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12763,Tome des Bauges,Tome des Bauges,383,"39,5","26,6",traces,"30,8",0,-,"1,15",-,-,-,-,-,-,-
2194,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12827,Fromage de brebis à pâte pressée,Pressed sheep's milk cheese,386,38,"23,9",traces,"32,3",0,83,"1,85",722,-,-,-,-,-,"1,2"
2195,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12828,Fromage de lactosérum de brebis,Sheep's whey cheese,190,"68,7","10,1","4,3","14,8",-,-,"0,63",216,"0,25","21,7",-,-,25,"0,4"
2196,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12300,Fromage fondu en tranchettes,Sliced melted cheese,247,"56,1","14,1","5,34","18,5","4,95",60,"2,46",490,"0,12",25,0.125,-,-,"0,56"
2197,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12305,Fromage fondu en portions ou en cubes environ 8% MG,Processed cheese in portions or cubes approximately 8% fat,-,"68,1","11,5",-,"7,48",-,"41,7","0,74",327,-,-,-,-,-,"0,5"
2198,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12310,Fromage fondu en portions ou en cubes environ 20% MG,Processed cheese in portions or cubes approximately 20% fat,243,"59,4","10,7","6,38","19,3",traces,81,"1,59",513,"0,34",26,"0,25",0,7,"0,85"
2199,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12320,"Fromage fondu double crème, environ 31% MG","Double cream melted cheese, approximately 31% fat",312,"56,3","9,06","1,78","29,6","1,78",105,"1,37",50,"0,2",18,-,-,-,"0,9"
2200,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12325,Cancoillotte (spécialité fromagère fondue),Cancoillotte (melted cheese specialty),152,"72,5","13,8","0,5","10,5",traces,26,"1,73",101,"0,13",8,"0,2",0,12,"0,39"
2201,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12355,Spécialité fromagère fondante au fromage blanc et aux noix,Melting cheese specialty with white cheese and nuts,-,"50,8","10,7","4,2","31,6","2,67","68,8","1,66",260,"0,45",31,0.25,-,"17,9","0,3"
2202,5,503,50304,produits laitiers et assimilés,fromages et assimilés,12356,Snack pour enfants à base de fromage fondu et de gressins,Snack for children made of melted cheese and breadsticks,-,"42,6","10,8","24,1","18,9","3,1",49,"1,36",145,"0,63",21,"0,27",0,"11,5","0,63"
2203,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12060,"Fromage type feta, au lait de vache","Feta-type cheese, made from cow's milk",271,54,"16,4","1,42","21,7","1,42",81,"1,94",557,"0,42","19,5","0,32",0,47,"1,41"
2204,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12061,Fromage 100% brebis (Feta AOP ou type Feta),100% sheep cheese (Feta PDO or Feta type),-,"54,4","14,8","2,5","22,8","1,13","60,3","2,59",318,"0,2","18,3","0,5",traces,"29,5","0,77"
2205,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12063,"Fromage type feta, au lait de vache, à l'huile et aux aromates","Feta-type cheese, made from cow's milk, in oil and with herbs",285,"53,4","17,6","0,16","23,4",0.1,"68,3","2,52",440,"0,13",15,"0,84",-,"32,3","1,3"
2206,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12066,Feta AOP,Feta PDO,286,"55,2","15,1","0,65","24,3",traces,"65,2","2,27",220,"0,08",12,0.125,-,"18,9","0,53"
2207,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12315,"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère","Unaged cheese specialty approximately 25% fat, type spreadable cheese in a tub or cheese shell",256,"63,4","5,36","4,24","23,9","2,82",85,"1,1",772,"0,61",29,"0,48",0,6,"1,23"
2208,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12340,"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère","Unaged cheese specialty approximately 20% fat, type spreadable cheese in a tub or cheese shell",-,"67,5","7,65","1,4","21,2","1,4","55,9","1,24",104,-,14,"0,2",-,"3,4","0,39"
2209,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12800,"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)","Fresh goat cheese, made from pasteurized milk (type fresh log)",-,60,"16,1","2,08",20,"2,08","73,8","0,97","96,7","0,22","11,2",0.25,-,"50,8",-
2210,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12804,"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)","Fresh goat cheese, made from raw milk (type disc or fresh crottin)",-,"65,6","13,1","2,03","16,9","2,03","69,6","0,77","91,6","0,28","12,1",0.25,-,"43,1",-
2211,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12805,"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)","Fresh goat cheese, made from pasteurized or raw milk (type fresh crottin or fresh log)",-,"62,8","14,6","2,05","18,4","2,05","71,7","1,55","94,2","0,25","11,6",0.25,0,47,"0,19"
2212,5,503,50305,produits laitiers et assimilés,fromages et assimilés,12819,"Fromage de chèvre à tartiner, nature","Spreadable goat cheese, plain",-,"72,9","10,8","2,41","12,2","2,41","44,5","0,92","78,1","0,14","9,73",0.25,0.25,"26,5","0,08"
2213,5,503,50305,produits laitiers et assimilés,fromages et assimilés,19530,Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),"Unaged cheese specialty for spreading approximately 30-40% fat flavored (e.g., garlic and herbs)",367,"50,8","7,66","4,24","35,3","1,86","69,3","1,2","93,8","0,21","7,7","0,4",0.5,28,"0,24"
2214,5,503,50305,produits laitiers et assimilés,fromages et assimilés,19584,Mascarpone,Mascarpone,-,"51,5","4,38",4,39,4,123,"0,081",130,"0,06",13,0.25,0,2.5,"0,48"
2215,5,503,50305,produits laitiers et assimilés,fromages et assimilés,19585,Ricotta,Ricotta,-,"71,7","8,79",4,"11,9","2,25",51,"0,3",314,"0,38",11,"0,2",0,12,"0,34"
2216,5,503,50305,produits laitiers et assimilés,fromages et assimilés,19590,Mozzarella au lait de vache,Cow's milk mozzarella,229,"62,7","16,5","0,75","17,7","0,7",79,"0,6",545,"0,44",20,"0,4",0,7,"2,28"
2217,5,503,50305,produits laitiers et assimilés,fromages et assimilés,19591,"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")",Buffalo milk mozzarella or buffalo mozzarella,261,"61,3","14,5","0,24","22,3",traces,"60,3","0,49",260,"0,11","9,8",0.125,0,"23,6","0,45"
2218,5,503,50306,produits laitiers et assimilés,fromages et assimilés,1027,"Spécialité végétale type fromage à tartiner, au soja, préemballée","Soy-based spreadable cheese alternative, pre-packaged",170,"71,9","11,7","1,05","13,1",traces,-,"1,15",32,"1,3",32,0.125,0.25,"74,3",-
2219,5,503,50306,produits laitiers et assimilés,fromages et assimilés,1028,"Spécialité végétale type fromage, à la noix de cajou, préemballée","Plant-based cheese specialty, made with cashew nuts, pre-packaged",441,"29,5","14,5","15,2","35,3","0,28",-,"0,88",51,"3,9",120,0.125,0.25,"34,3",-
2220,5,503,50306,produits laitiers et assimilés,fromages et assimilés,1029,"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée","Vegetable specialty type cheese in slices or grated, without soy, prepackaged",272,"54,1",0.25,"21,2","20,1","0,25",-,"1,88",46,"0,15","5,2",0.125,0.25,"5,63",-
2221,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19402,"Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)","Cream or specialty made from light cream, fat content unknown (average food)",269,68,"2,88","2,87",26,"2,77","90,6","0,08","82,2","0,098","8,13","0,17","0,3","22,3","0,18"
2222,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19410,"Crème de lait, 30% MG, épaisse, rayon frais","Cream, 30% fat, thick, refrigerated section",304,"65,5",3,"2,8","30,7","2,66","94,8","0,07","76,9","0,08","7,92",0.1,0.25,"23,5","0,12"
2223,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19411,"Crème d'Isigny AOP, >= 35% MG","Isigny cream AOP, >= 35% fat",-,"54,8","2,33",3,40,"2,05",-,"0,076",-,-,-,-,-,-,-
2224,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19415,"Crème de lait, 30% MG, semi-épaisse, UHT","Cream, 30% fat, semi-thick, UHT",297,"62,9","2,49","1,94","30,7","1,94",125,"0,073",67,"0,041","6,93","0,51","0,7","7,4","0,32"
2225,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19420,"Crème chantilly, sous pression, UHT","Whipped cream, under pressure, UHT",308,"57,1","2,11","10,6","28,2","10,4",76,"0,065",101,"0,05",11,"0,4",0,3,"0,29"
2226,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19430,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Cream, 15 to 20% fat, light, semi-thick, UHT",194,"73,6","2,62","2,89","18,7","2,89",44,"0,083",99,"0,04",10,"0,18","0,5",12,"0,37"
2227,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19431,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Cream, 15 to 20% fat, light, thick, refrigerated section",166,"76,2","2,81",3,"15,3",3,61,"0,085",98,"0,22",9,0.1,traces,34,"0,24"
2228,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19433,"Spécialité à base de crème légère 8% MG, fluide ou épaisse","Specialty made with light cream 8% fat, fluid or thick","76,4","84,8","3,25","5,28","4,3","4,44",30,"0,11",105,"0,04",10,"0,14","0,9",13,"0,25"
2229,5,504,0,produits laitiers et assimilés,crèmes et spécialités à base de crème,19436,"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais","Cream, 15 to 20% fat, light, fluid, refrigerated section",-,"72,4","2,96","4,3","13,5","4,2",-,"0,15",105,-,9,-,-,-,-
2230,6,601,0,eaux et autres boissons,eaux,18008,"Eau de source, embouteillée (aliment moyen)","Spring water, bottled (medium food)",0,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
2231,6,601,0,eaux et autres boissons,eaux,18009,"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)","Mineral water, bottled, low mineral content (average food)",0,100,0,0,0,0,0,"0,0019","6,54","0,0033","1,64",0,0,0,0
2232,6,601,0,eaux et autres boissons,eaux,18044,Eau minérale (aliment moyen),Mineral water (average food),0,"99,9",0,0,0,0,0,"0,0042","19,3","0,0017","4,01",0,0,0,0
2233,6,601,0,eaux et autres boissons,eaux,18045,"Eau minérale, plate (aliment moyen)",Still mineral water (medium food),0,"99,9",0,0,0,0,0,"0,0019","20,5","0,0021","4,16",0,0,0,0
2234,6,601,0,eaux et autres boissons,eaux,18046,"Eau minérale, gazeuse (aliment moyen)",Sparkling mineral water (average food),0,"99,9",0,0,0,0,0,"0,011","15,9","0,00058","3,78",0,0,0,0
2235,6,601,0,eaux et autres boissons,eaux,18066,Eau du robinet,Tap water,0,100,0,0,0,0,0,"0,0076","7,13","0,03","0,99",0,0,0,0
2236,6,601,0,eaux et autres boissons,eaux,18430,Eau embouteillée de source,Bottled spring water,0,-,0,0,0,0,-,-,"16,9","0,023","1,81",-,-,-,-
2237,6,601,0,eaux et autres boissons,eaux,76000,"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)","Abatilles mineral water, bottled, non-carbonated, low mineral content (Arcachon, 33)",0,100,0,0,0,0,-,"0,023","1,9","0,01","0,9",-,-,-,-
2238,6,601,0,eaux et autres boissons,eaux,76001,"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)","Aix-les-Bains mineral water, bottled, non-carbonated, low mineral content (Aix-les-Bains, 73)",0,100,0,0,0,0,0,"0,00035","8,23",0.0005,"2,25",0,0,0,0
2239,6,601,0,eaux et autres boissons,eaux,76002,"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)","Aizac mineral water, bottled, sparkling, low mineral content (Aizac, 07)",0,100,0,0,0,0,0,"0,00033","8,01",0.0005,"2,77",0,0,0,0
2240,6,601,0,eaux et autres boissons,eaux,76004,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)","Amanda mineral water, bottled, non-carbonated, highly mineralized (St-Amand, 59)",0,"99,9",0,0,0,0,0,"0,01",24,"0,04","6,6",0,0,0,0
2241,6,601,0,eaux et autres boissons,eaux,76006,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)","Arcens mineral water, bottled, sparkling, moderately mineralized (Arcens, 07)",0,"99,9",0,0,0,0,0,"0,004","0,9","0,0006","1,6",0,0,0,0
2242,6,601,0,eaux et autres boissons,eaux,76007,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)","Ardesy mineral water, bottled, sparkling, highly mineralized (Ardes, 63)",0,"99,7",0,0,0,0,0,"0,064",17,"0,0006","9,2",0,0,0,0
2243,6,601,0,eaux et autres boissons,eaux,76010,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)","Celtic mineral water, bottled, sparkling or still, very low mineral content (Niederbronn, 67)",0,100,0,0,0,0,0,"0,00028","1,05",0.0005,"0,4",0,0,0,0
2244,6,601,0,eaux et autres boissons,eaux,76011,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)","Chambon mineral water, bottled, non-carbonated, low mineral content (Chambon, 45)",0,100,0,0,0,0,0,"0,0027","9,6",0.0005,"0,61",0,0,0,0
2245,6,601,0,eaux et autres boissons,eaux,76012,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)","Chantemerle mineral water, bottled, non-carbonated, low mineral content (Le Pestrin, 07)",0,100,0,0,0,0,0,"0,00028","2,62",0.0005,"0,96",0,0,0,0
2246,6,601,0,eaux et autres boissons,eaux,76013,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)","Chateauneuf mineral water, bottled, sparkling, highly mineralized (Chateauneuf, 63)",0,"99,8",0,0,0,0,0,"0,038","11,9",0.0005,3,0,0,0,0
2247,6,601,0,eaux et autres boissons,eaux,76014,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)","Chateldon mineral water, bottled, sparkling, highly mineralized (Chateldon, 63)",0,"99,8",0,0,0,0,0,"0,0012",34,0.0005,"4,9",0,0,0,0
2248,6,601,0,eaux et autres boissons,eaux,76015,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Clos de l'Abbaye mineral water, bottled, non-carbonated, moderately mineralized (St-Amand, 59)",0,"99,9",0,0,0,0,0,"0,006","16,4","0,0005","4,15",0,0,0,0
2249,6,601,0,eaux et autres boissons,eaux,76016,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","Contrex mineral water, bottled, non-carbonated, highly mineralized (Contrexéville, 88)",0,"99,8",0,0,0,0,0,"0,0013","46,8","0,0005","7,45",0,0,0,0
2250,6,601,0,eaux et autres boissons,eaux,76017,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)","Dax mineral water, bottled, non-carbonated, moderately mineralized (Dax, 40)",0,"99,9",0,0,0,0,0,"0,031",-,-,-,0,0,0,0
2251,6,601,0,eaux et autres boissons,eaux,76018,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)","Didier mineral water, bottled, sparkling, highly mineralized (Martinique)",0,"99,9",0,0,0,0,0,"0,032","13,7","0,0005","11,3",0,0,0,0
2252,6,601,0,eaux et autres boissons,eaux,76019,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)","Didier mineral water, non-carbonated, highly mineralized (Martinique)",0,"99,9",0,0,0,0,0,"0,0041","17,2",0.0005,"10,7",0,0,0,0
2253,6,601,0,eaux et autres boissons,eaux,76020,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)","Evian mineral water, bottled, non-carbonated, low mineral content (Evian, 74)",0,100,0,0,0,0,0,"0,0011",8,0.00415,"2,6",0,0,0,0
2254,6,601,0,eaux et autres boissons,eaux,76022,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)","Hépar mineral water, bottled, non-carbonated, highly mineralized (Vittel, 88)",0,"99,7",0,0,0,0,0,"0,0031","54,9",0.0005,"11,9",0,0,0,0
2255,6,601,0,eaux et autres boissons,eaux,76023,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)","Hydroxydase mineral water, bottled, sparkling, highly mineralized (Le Breuil sur Couze, 63)",0,"99,1",0,0,0,0,0,"0,058","20,1","0,018",24,0,0,0,0
2256,6,601,0,eaux et autres boissons,eaux,76024,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)","Vernière mineral water, bottled, sparkling, moderately mineralized (Les Aires, 34)",0,"99,9",0,0,0,0,0,"0,0023",18,0.0005,"7,3",0,0,0,0
2257,6,601,0,eaux et autres boissons,eaux,76025,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)","Luchon mineral water, bottled, non-carbonated, low mineral content (Luchon, 31)",0,100,0,0,0,0,0,"0,0002","2,65",0.0005,"0,1",0,0,0,0
2258,6,601,0,eaux et autres boissons,eaux,76027,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)","Mont-Roucous mineral water, bottled, very low mineral content (Lacaune, 81)",0,100,0,0,0,0,0,"0,0005","0,24",0.0005,"0,05",0,0,0,0
2259,6,601,0,eaux et autres boissons,eaux,76028,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)","Ogeu spring water, bottled, low mineral content (Ogeu, 64)",0,100,0,0,0,0,0,-,-,-,-,0,0,0,0
2260,6,601,0,eaux et autres boissons,eaux,76029,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)","Orée du bois mineral water, bottled, non-carbonated, moderately mineralized (St-Amand, 59)",0,"99,9",0,0,0,0,0,"0,01",24,"0,0044","6,12",0,0,0,0
2261,6,601,0,eaux et autres boissons,eaux,76030,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)","Orezza mineral water, bottled, sparkling, moderately mineralized (Rapaggio, 20B)",0,"99,9",0,0,0,0,0,"0,0017","18,5","0,035","1,65",0,0,0,0
